codigo,nombre,descripcion,unidad,categoria,imagen,ubicacion_bio,cantidad_bio,ubicacion_agr,cantidad_agr,mrp
500000002971,BALDE PP CON TAPA 5 GL. X 1 UN,BALDE PP CON TAPA 5 GL. X 1 UN,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000002971.png,ALP-1-B-1,4, , ,
500000002974,ESTUFA ELECTRICA DOS PUESTOS,ESTUFA ELECTRICA DOS PUESTOS,UN,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000002974.png, , ,,0,
500000002975,BASCULA DIGITAL PORTATIL CAP 40KG,BASCULA DIGITAL PORTATIL CAP 40KG,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000002975.png,,0,C203P02*,0,
500000002976,RODAMIENTO 30207 J2/Q,RODAMIENTO 30207 J2/Q,UN,G-10 / Rodamientos,https://ik.imagekit.io/7ypnvn8as/materiales/500000002976.png,ALP-5-B-2,2,C103C01*,4,
500000002977,#N/D,#N/D,L,G-2 / Insumos ,https://ik.imagekit.io/7ypnvn8as/materiales/500000002977.png, , , , ,
500000002979,#N/D,#N/D,L,G-2 / Insumos ,https://ik.imagekit.io/7ypnvn8as/materiales/500000002979.png, , , , ,
500000002981,CURVAS PARA TUBO EMT DE 1#,CURVAS PARA TUBO EMT DE 1#,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/500000002981.png,,0,,0,
500000002982,UNIONES PARA TUBO EMT DE 1,UNIONES PARA TUBO EMT DE 1,UN,G-8 / Tuberia Y Accesorios ,https://ik.imagekit.io/7ypnvn8as/materiales/500000002982.png, , ,,0,
500000002983,TERMINALES PARA TUBO EMT DE 1,TERMINALES PARA TUBO EMT DE 1,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/500000002983.png, , ,,0,
500000002984,TUBOS EMT DE 1.,TUBOS EMT DE 1.,UN,G-9 / Tornilleria,https://ik.imagekit.io/7ypnvn8as/materiales/500000002984.png, , ,,0,
500000002985,CAJA BREAKER 6 CIRCUITOS TRIFÁSICA,CAJA BREAKER 6 CIRCUITOS TRIFÁSICA,UN,G-7 / Materiales Electricos,https://ik.imagekit.io/7ypnvn8as/materiales/500000002985.png, , ,,0,
500000002986,BREAKER O INTERRUPTORES  40 AMPER,BREAKER O INTERRUPTORES  40 AMPER,UN,G-7 / Materiales Electricos,https://ik.imagekit.io/7ypnvn8as/materiales/500000002986.png, , ,,0,
500000002987,CABLE N. 8 AWG/600 VOLT  ROL X 40M,CABLE N. 8 AWG/600 VOLT  ROL X 40M,UN,G-7 / Materiales Electricos,https://ik.imagekit.io/7ypnvn8as/materiales/500000002987.png, , ,,0,
500000002988,ROYAL CONDOR120 X TUBO SALIDA RECIPIENTE,ROYAL CONDOR120 X TUBO SALIDA RECIPIENTE,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/500000002988.png,,0,,0,
500000002989,ROYAL CONDOR203 X EMPAQUE SALIDA RECIPIE,ROYAL CONDOR203 X EMPAQUE SALIDA RECIPIE,UN,G-12 / Bombas,https://ik.imagekit.io/7ypnvn8as/materiales/500000002989.png, , ,,0,
500000002990,EMPAQUE NITRILO FF 10''x1/8'',EMPAQUE NITRILO FF 10''x1/8'',UN,G-5 / Sellos y empaquetadu,https://ik.imagekit.io/7ypnvn8as/materiales/500000002990.png,ALP-1-D-4,189, , ,
500000002991,ESPARRAGO 7/8'' X 110MM R.O G5,ESPARRAGO 7/8'' X 110MM R.O G5,UN,G-9 / Tornilleria,https://ik.imagekit.io/7ypnvn8as/materiales/500000002991.png,ALP-8B-X-4,0, , ,
500000002994,SODIO HIDROXIDO SOL 0.1 MOL/L FR x 1L,SODIO HIDROXIDO SOL 0.1 MOL/L FR x 1L,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000002994.png,,0,,0,
500000002997,UNION 6'' PVC,UNION 6'' PVC,UN,G-8 / Tuberia Y Accesorios ,https://ik.imagekit.io/7ypnvn8as/materiales/500000002997.png, , ,,0,
500000002998,ACOPLE EN Y  2? CON SALIDAS DE  1½,ACOPLE EN Y  2? CON SALIDAS DE  1½,UN,G-8 / Tuberia Y Accesorios ,https://ik.imagekit.io/7ypnvn8as/materiales/500000002998.png, , ,,0,
500000002999,LLAVES DE PASO 2½  ,LLAVES DE PASO 2½  ,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000002999.png, , ,C304F01*,1,
500000003000,T  2 ½ N HEMBRAS   EN HIERRO,T  2 ½ N HEMBRAS   EN HIERRO,UN,G-8 / Tuberia Y Accesorios ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003000.png, , ,,0,
500000003001,ACOPLES UNIVERSALES  2 ½ EN HIERRO,ACOPLES UNIVERSALES  2 ½ EN HIERRO,UN,G-8 / Tuberia Y Accesorios ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003001.png, , ,,0,
500000003002,REDUCCIÓN DE  2 ½  MACHO A  2 EN HIERRO,REDUCCIÓN DE  2 ½  MACHO A  2 EN HIERRO,UN,G-8 / Tuberia Y Accesorios ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003002.png, , ,,0,
500000003003,ODOS  2 ½  HEMBRAS  EN HIERRO,ODOS  2 ½  HEMBRAS  EN HIERRO,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/500000003003.png, , ,C304E01*,1,
500000003004,CODOS DE 3?HEMBRAS  EN HIERRO,CODOS DE 3?HEMBRAS  EN HIERRO,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003004.png, , ,,0,
500000003005,LLAVE DE PASO DE 3,LLAVE DE PASO DE 3,UN,G-8 / Tuberia Y Accesorios ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003005.png, , ,C304F01*,2,
500000003006,VÁLVULA  CHEQUE O GRANADA  DE 3,VÁLVULA  CHEQUE O GRANADA  DE 3,UN,G-18 / Valvulas,https://ik.imagekit.io/7ypnvn8as/materiales/500000003006.png, , ,,0,
500000003007,ACOPLES UNIVERSALES 3,ACOPLES UNIVERSALES 3,UN,G-8 / Tuberia Y Accesorios ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003007.png, , ,,0,
500000003008,MIPLES DE 2½ X 6?,MIPLES DE 2½ X 6?,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003008.png, , ,,0,
500000003009,MIPLES DE 2? X 6?,MIPLES DE 2? X 6?,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003009.png, , ,,0,
500000003010,MIPLES DE 3? X 6?,MIPLES DE 3? X 6?,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003010.png, , ,,0,
500000003011,ANTORCHA GOTEO DOB F. ALTA RESIT CAL 15,ANTORCHA GOTEO DOB F. ALTA RESIT CAL 15,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003011.png, , ,,0,
500000003012,BATEFUE NEOPERNO 12''X14'' CABO MADERA 60'',BATEFUE NEOPERNO 12''X14'' CABO MADERA 60'',UN,G-17 / Dotacion Y Sst ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003012.png, , ,PATC2*,31,
500000003013,MONOGAFA VENTILACION INTEGRA LENTE CLARO,MONOGAFA VENTILACION INTEGRA LENTE CLARO,UN,G-17 / Dotacion Y Sst ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003013.png,ALP-1-I-1,0,,0,
500000003014,LINTERNA RECARGABLE,LINTERNA RECARGABLE,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003014.png,,0,,0,
500000003015,GUANTE MARCA KODIAK TIPO SOLDADOR DE 16'',GUANTE MARCA KODIAK TIPO SOLDADOR DE 16'',UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003015.png, , ,,0,
500000003016,ESCALERA 5 PELDAÑOS ALTURA 138 CM,ESCALERA 5 PELDAÑOS ALTURA 138 CM,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003016.png, , ,,0,
500000003017,TORNILLO.HEX.5/16''x3-1/2''.GR.5.R.O,TORNILLO.HEX.5/16''x3-1/2''.GR.5.R.O,UN,G-9 / Tornilleria,https://ik.imagekit.io/7ypnvn8as/materiales/500000003017.png,ALP-8A-M-6,0,C405E08*,216,
500000003018,PAPEL CONTAC BLANCO,PAPEL CONTAC BLANCO,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003018.png, , ,,0,
500000003019,CANDADO DE SEGURIDAD GRANDE,CANDADO DE SEGURIDAD GRANDE,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003019.png,,0,,0,
500000003020,MULTITOMA,MULTITOMA,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003020.png,ALP-9-G-3,0,,0,
500000003021,PIPETA 20 ML,PIPETA 20 ML,UN,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003021.png, , ,,0,
500000003022,ESTAND 2 x 0.9 x 0.3 M,ESTAND 2 x 0.9 x 0.3 M,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003022.png, , ,,0,
500000003023,UNION BRIDA 12''X4'' A 90°,UNION BRIDA 12''X4'' A 90°,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003023.png,SHELTER,5, , ,
500000003025,TORNILLO.HEX.7/8''x2-1/2''.GR.8.R.O.C/T,TORNILLO.HEX.7/8''x2-1/2''.GR.8.R.O.C/T,UN,G-9 / Tornilleria,https://ik.imagekit.io/7ypnvn8as/materiales/500000003025.png,ALP-1-G-P,0, , ,
500000003028,BRIDA CIEGA 4'' 150LBS ACERO CAR C/REDUC,BRIDA CIEGA 4'' 150LBS ACERO CAR C/REDUC,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003028.png,ALP-1-I-P,0, , ,
500000003031,PLATO DE PESAJE PP - 20 ML PK X 500,PLATO DE PESAJE PP - 20 ML PK X 500,PK,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/500000003031.png,,0, , ,
500000003032,PLATO DE PESAJE PP - 330 ML PK X 500,PLATO DE PESAJE PP - 330 ML PK X 500,PK,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003032.png,ALP-C2-1D2,1, , ,
500000003033,PROBETA GRADUADA FORMA ALTA 1000-10ML,PROBETA GRADUADA FORMA ALTA 1000-10ML,PK,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003033.png,ALP-C2-2D1,4, , ,
500000003037,TIJERAS MAYO RECTA TAMAÑO 14.5 CM X 1 UN,TIJERAS MAYO RECTA TAMAÑO 14.5 CM X 1 UN,UN,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003037.png,ALP-9-A-2,0, , ,
500000003038,VIDRIO RELOJ DE 100MM DIAMETRO PK X 10,VIDRIO RELOJ DE 100MM DIAMETRO PK X 10,PK,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003038.png,,0, , ,
500000003042,CARBONATO SODIO FCO X 80G,CARBONATO SODIO FCO X 80G,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003042.png,ALP-C2-2A4,0, , ,
500000003043,ACIDO ETILENDIAMINOTETRAACÉTICO FRX250 G,ACIDO ETILENDIAMINOTETRAACÉTICO FRX250 G,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003043.png,ALP-C2-1C2,2, , ,
500000003044,CARBONATO CALCIO PRECIPITADO P.A FRX1 KG,CARBONATO CALCIO PRECIPITADO P.A FRX1 KG,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003044.png,,0, , ,
500000003048,DI-SODIO HIDROGENOFOSFATO ANHIDRO P.A,DI-SODIO HIDROGENOFOSFATO ANHIDRO P.A,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003048.png,ALP-C2-1B4,0, , ,
500000003049,SET PARA COBRE PORPHYRIN 2-210 ppb10 ML,SET PARA COBRE PORPHYRIN 2-210 ppb10 ML,KIT,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003049.png,ALP-C2-2B1,0, , ,
500000003052,KIT PARA FOSFATOS X 50 TEST,KIT PARA FOSFATOS X 50 TEST,KIT,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003052.png,ALP-C2-1C2,7, , ,
500000003053,ANTIMONIO(III)POTASIO OXIDOTARTRATO 3H2O,ANTIMONIO(III)POTASIO OXIDOTARTRATO 3H2O,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003053.png,ALP-C2-1C2,2, , ,
500000003054,MACETA CON CABO 20LB,MACETA CON CABO 20LB,UN,G-22 / Herramienta,https://ik.imagekit.io/7ypnvn8as/materiales/500000003054.png,ALP-2-B-P,0, , ,
500000003056,KIT PARA DQO RANGO 3-150mg/L COD  CJX5O,KIT PARA DQO RANGO 3-150mg/L COD  CJX5O,KIT,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003056.png,ALP-C2-2B1,0, , ,
500000003057,KIT REACT P/ ACIDOS GRASOS VOLATILES,KIT REACT P/ ACIDOS GRASOS VOLATILES,CJ,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003057.png,,0, , ,
500000003058,SULFATO DE PLATA P.A ACS  X 100 G,SULFATO DE PLATA P.A ACS  X 100 G,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003058.png,ALP-C2-1C3,1, , ,
500000003060,ACIDO ACETICO GLACIAL 100 % EMPARTA ACS,ACIDO ACETICO GLACIAL 100 % EMPARTA ACS,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003060.png,ALP-C2-1CP,1, , ,
500000003062,ACIDO NITRICO 65% P.A.EMSURE® ISO,ACIDO NITRICO 65% P.A.EMSURE® ISO,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003062.png,ALP-C2-1CP,8,,0,
500000003063,SOLUCION PATRON POTASIO X 500 ML,SOLUCION PATRON POTASIO X 500 ML,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003063.png,,0,,0,
500000003065,HEPTAMOLIBDATO DE AMONIO TETRAHIDRATO,HEPTAMOLIBDATO DE AMONIO TETRAHIDRATO,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003065.png,ALP-C2-1C4,2, , ,
500000003066,SAL DE MAGNESIO EDTA X 100 G,SAL DE MAGNESIO EDTA X 100 G,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003066.png,,0, , ,
500000003070,PINZAS PLASTICA PARA PAPEL FILTRO,PINZAS PLASTICA PARA PAPEL FILTRO,UN,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003070.png,ALP-C2-1B2,0, , ,
500000003073,TRANSFERPIPETA ELECTRONICA 0.5-5 ML,TRANSFERPIPETA ELECTRONICA 0.5-5 ML,UN,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003073.png,ALP-C2-2B3,0, , ,
500000003074,PIPETA AFOR CLA/ AS VIDRIO 30 ML PK/6 UN,PIPETA AFOR CLA/ AS VIDRIO 30 ML PK/6 UN,PK,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003074.png,ALP-C2-2C1,1, , ,
500000003075,PIPETA AFOR CLA/ AS VIDRIO 3 ML PK/6 UN,PIPETA AFOR CLA/ AS VIDRIO 3 ML PK/6 UN,PK,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003075.png,ALP-C2-1D3,0, , ,
500000003076,PIPETA AFOR CLA/ AS VIDRIO 4 ML PK/6 UN,PIPETA AFOR CLA/ AS VIDRIO 4 ML PK/6 UN,PK,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003076.png,,0, , ,
500000003082,PIPETA AROR CLA/ AS VIDRIO 20 ML,PIPETA AROR CLA/ AS VIDRIO 20 ML,UN,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003082.png,ALP-C2-2C1,2, , ,
500000003083,FILTRO FIBRA VIDRIO DE 1.5 µm Ø 47 MM,FILTRO FIBRA VIDRIO DE 1.5 µm Ø 47 MM,PK,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003083.png,ALP-C2-2B2,11, , ,
500000003086,DISPENSADOR DIG C/VALVULA P.ROJO 0.5-5ML,DISPENSADOR DIG C/VALVULA P.ROJO 0.5-5ML,UN,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003086.png,ALP-C2-2B2,0, , ,
500000003089,DENSIMETRO STD 1.000 - 1.200 g/cm³,DENSIMETRO STD 1.000 - 1.200 g/cm³,UN,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003089.png,ALP-C2-1D2,0, , ,
500000003090,DENSIMETRO STD 0.800 - 1.000 g/cm³,DENSIMETRO STD 0.800 - 1.000 g/cm³,UN,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003090.png,,0, , ,
500000003091,ESCOBILLONES TIPO TETERO PK/ 16 UN,ESCOBILLONES TIPO TETERO PK/ 16 UN,PK,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003091.png,ALP-C2-2C4,1, , ,
500000003094,BALÓN AFOR CLA/ A TAPA PP NS 14/21 50 ML,BALÓN AFOR CLA/ A TAPA PP NS 14/21 50 ML,CJ,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003094.png,ALP-C2-2C2,2, , ,
500000003096,CUBETA UV 2.5 ML TRAYECTO ÓPTICO 10 MM,CUBETA UV 2.5 ML TRAYECTO ÓPTICO 10 MM,CJ,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003096.png,ALP-C2-2B3,0, , ,
500000003101,DEDALES EXTRACCION  33 X80 MM TIPO SE33A,DEDALES EXTRACCION  33 X80 MM TIPO SE33A,CJ,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003101.png,,0, , ,
500000003105,SET REACT P/ CLORURO 0.1-25.0 mg/l Cl-,SET REACT P/ CLORURO 0.1-25.0 mg/l Cl-,KIT,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003105.png,ALP-C2-1CP,0, , ,
500000003109,PERNO 22 X 26 X 100 MM DE ESTRIA,PERNO 22 X 26 X 100 MM DE ESTRIA,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003109.png, , ,,0,
500000003110,MANGUERA 1.1/2'' x 100 PIE (33MTS),MANGUERA 1.1/2'' x 100 PIE (33MTS),UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003110.png, , ,,0,
500000003111,MANGUERA R12  5/8 ACO X2,MANGUERA R12  5/8 ACO X2,M,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/500000003111.png, , ,,0,
500000003112,TABLA 5.60 mts x 90mm x 25mm,TABLA 5.60 mts x 90mm x 25mm,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003112.png, , ,,0,
500000003113,EXTENSION FELXIBLE 210 MM EX210R,EXTENSION FELXIBLE 210 MM EX210R,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/500000003113.png, , ,,0,
500000003114,EXTENSION FLEXIBLE 250 MM EX250RM,EXTENSION FLEXIBLE 250 MM EX250RM,UN,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/500000003114.png, , ,,0,
500000003115,TARRAJA TIPO DESTORNILLADOR DCT11,TARRAJA TIPO DESTORNILLADOR DCT11,UN,G-7 / Materiales Electricos,https://ik.imagekit.io/7ypnvn8as/materiales/500000003115.png, , ,,0,
500000003116,TARAJA DOBLE SERVICIOS MIXTA DCT12,TARAJA DOBLE SERVICIOS MIXTA DCT12,UN,G-14 / Llantas Y Neumaticos ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003116.png,,0,C109D03*,4,
500000003117,TARRAJA 4 SERVICIOS METALICA DCT21,TARRAJA 4 SERVICIOS METALICA DCT21,UN,G-14 / Llantas Y Neumaticos ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003117.png,,0,C109D07*,5,
500000003118,TARRAJA 4 SERVICIOS OTR DCT21-1,TARRAJA 4 SERVICIOS OTR DCT21-1,UN,G-14 / Llantas Y Neumaticos ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003118.png,,0,C109D07*,12,
500000003119,RASPADOR TRT75S-1,RASPADOR TRT75S-1,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003119.png, , ,,0,
500000003120,LÁMINA 2.15MT X 85CM X 1/8 ANTI DESGASTE,LÁMINA 2.15MT X 85CM X 1/8 ANTI DESGASTE,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003120.png, , ,,0,
500000003121,LÁMINA 2.7MT X 37CM X 1/8 ANTI DESGASTE,LÁMINA 2.7MT X 37CM X 1/8 ANTI DESGASTE,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003121.png, , ,,0,
500000003122,LÁMINAS 2.7MT X 1.4MT X  1/8? ANTI DESGA,LÁMINAS 2.7MT X 1.4MT X  1/8? ANTI DESGA,UN,G-1 / Materiales consumibles,https://ik.imagekit.io/7ypnvn8as/materiales/500000003122.png, , ,,0,
500000003123,PLATINAS 1.92MT X 4CM X ¼? ANTI DESGASTE,PLATINAS 1.92MT X 4CM X ¼? ANTI DESGASTE,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003123.png, , ,,0,
500000003124,PLATINAS DE 86CM X 4CM X ¼? ANTI DESGAST,PLATINAS DE 86CM X 4CM X ¼? ANTI DESGAST,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003124.png, , ,,0,
500000003125,PLATINAS DE 18CM X 4CM X ¼? ANTI DESGAST,PLATINAS DE 18CM X 4CM X ¼? ANTI DESGAST,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003125.png, , ,,0,
500000003126,LÁMINAS DE 1.20 MT X 2.40 X 1/8? EN HR,LÁMINAS DE 1.20 MT X 2.40 X 1/8? EN HR,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003126.png, , ,,0,
500000003127,TUBOS CUADRADO DE 2# X 2# X 1/8#,TUBOS CUADRADO DE 2# X 2# X 1/8#,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003127.png, , ,,0,
500000003128,TUBOS CUADRADOS DE 1½ X 1 ½ X 1/8,TUBOS CUADRADOS DE 1½ X 1 ½ X 1/8,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003128.png, , ,,0,
500000003129,MALLA EXPANDIDA DE 1 X 1/8,MALLA EXPANDIDA DE 1 X 1/8,M,G-15 / Repuestos,https://ik.imagekit.io/7ypnvn8as/materiales/500000003129.png, , ,,0,
500000003130,LÁMINA 476CM X26CM X 1/4  ANTI DESGASTE,LÁMINA 476CM X26CM X 1/4  ANTI DESGASTE,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003130.png, , ,,0,
500000003131,LÁMINA 476CM X 28.5CM X ¼  ANTI DESGASTE,LÁMINA 476CM X 28.5CM X ¼  ANTI DESGASTE,UN,G-20 / Aceros ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003131.png, , ,,0,
500000003139,ASAS REDONDA Ø 33 MM CON MANGO PK/ 6 UN,ASAS REDONDA Ø 33 MM CON MANGO PK/ 6 UN,PK,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003139.png,,0, , ,
500000003140,FILTRO FIBRA VIDRIO DE 0.7 um Ø 47 MM,FILTRO FIBRA VIDRIO DE 0.7 um Ø 47 MM,PK,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003140.png,,0, , ,
500000003141,JERINGA 1 ML CON ESC DE 0.1 ML CJX 100UN,JERINGA 1 ML CON ESC DE 0.1 ML CJX 100UN,CJ,G-17 / Dotacion Y Sst ,https://ik.imagekit.io/7ypnvn8as/materiales/500000003141.png,ALP-C2-2D2,5, , ,
500000003142,SONDA DE TEMPERATURA NTC 30KOHM,SONDA DE TEMPERATURA NTC 30KOHM,UN,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003142.png,ALP-C2-2B3,0, , ,
500000003143,SET DE SEPTUMS PARA KARL FISCHER X 12 UN,SET DE SEPTUMS PARA KARL FISCHER X 12 UN,PK,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003143.png,ALP-C2-1D3,0, , ,
500000003147,SULFATO HIERRO(II)AMONIO 6HIDRATO X500G,SULFATO HIERRO(II)AMONIO 6HIDRATO X500G,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003147.png,ALP-C2-1C4,6, , ,
500000003149,ACIDO ORTOFOSFORICO AL 85% FR X 1L,ACIDO ORTOFOSFORICO AL 85% FR X 1L,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003149.png, ,0, ,0,
500000003151,INDICADOR ROJO DE METILO FR X 25G,INDICADOR ROJO DE METILO FR X 25G,FR,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003151.png,ALP-C2-2C2,0,,0,
500000003153,KIT DUREZA RANGO 4-1000 ug/L X 250 TEST,KIT DUREZA RANGO 4-1000 ug/L X 250 TEST,KIT,G-6 / Materiales De Laboratorios Y Metrologia,https://ik.imagekit.io/7ypnvn8as/materiales/500000003153.png,ALP-C2-1A2,0, , ,
